destination,price,start_date,end_date,travel_duration,month,airline,stops,fetched_at
"Niseko, Japan",577.0,2026-06-12,2026-06-15,Weekend,June,T'Way Air,1,2026-02-03T15:15:23.078651
"Almaty, Kazakhstan",861.0,2026-06-25,2026-06-29,Weekend,June,"AirAsia, AirAsia X, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:15:23.078655
"Guam, Guam",752.0,2026-06-11,2026-06-15,Weekend,June,Philippine Airlines,1,2026-02-03T15:15:23.078659
"Harbin, China",343.0,2026-06-26,2026-06-28,Weekend,June,China Southern and Chongqing Airlines,2,2026-02-03T15:15:23.078665
"Ulaanbaatar, Mongolia",733.0,2026-06-25,2026-06-28,Weekend,June,T'Way Air,1,2026-02-03T15:15:23.078669
"Furano, Japan",577.0,2026-06-12,2026-06-14,Weekend,June,T'Way Air,1,2026-02-03T15:15:23.078676
"Issyk Kul, Kyrgyzstan",861.0,2026-06-25,2026-06-29,Weekend,June,"AirAsia, AirAsia X, Thai AirAsia, and Thai AirAsia X",1,2026-02-03T15:15:23.078681
"Asahikawa, Japan",577.0,2026-06-12,2026-06-14,Weekend,June,T'Way Air,1,2026-02-03T15:15:23.078686
"Ürümqi, China",483.0,2026-06-11,2026-06-14,Weekend,June,Shandong,1,2026-02-03T15:15:23.078690
"Padang, Indonesia",193.0,2026-06-27,2026-06-29,Weekend,June,Scoot,0,2026-02-03T15:15:23.078696
"Gorkhi Terelj National Park, Mongolia",733.0,2026-06-25,2026-06-28,Weekend,June,T'Way Air,1,2026-02-03T15:15:23.078700
"Tokyo, Japan",370.0,2026-06-22,2026-07-01,1 Week,June,ZIPAIR Tokyo,0,2026-02-03T15:15:26.884146
"Seoul, South Korea",297.0,2026-06-29,2026-07-05,1 Week,June,Scoot,0,2026-02-03T15:15:26.884165
"Hong Kong, Hong Kong",290.0,2026-06-08,2026-06-15,1 Week,June,Scoot,0,2026-02-03T15:15:26.884172
"Kyoto, Japan",355.0,2026-06-25,2026-07-02,1 Week,June,"AirAsia, AirAsia X, and Peach Aviation",1,2026-02-03T15:15:26.884176
"Bangkok, Thailand",162.0,2026-06-28,2026-07-04,1 Week,June,Scoot,0,2026-02-03T15:15:26.884180
"Hanoi, Vietnam",200.0,2026-06-04,2026-06-11,1 Week,June,Scoot,0,2026-02-03T15:15:26.884185
"Osaka, Japan",355.0,2026-06-25,2026-07-02,1 Week,June,"AirAsia, AirAsia X, and Peach Aviation",1,2026-02-03T15:15:26.884189
"Ho Chi Minh City, Vietnam",159.0,2026-06-01,2026-06-08,1 Week,June,Vietjet,0,2026-02-03T15:15:26.884193
"Mumbai, India",360.0,2026-06-06,2026-06-15,1 Week,June,SriLankan,1,2026-02-03T15:15:26.884198
"New Delhi, India",340.0,2026-06-20,2026-06-29,1 Week,June,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:26.884202
"Federal Territory of Kuala Lumpur, Malaysia",98.0,2026-06-28,2026-07-04,1 Week,June,AirAsia,0,2026-02-03T15:15:26.884207
"Dubai, United Arab Emirates",560.0,2026-06-01,2026-06-07,1 Week,June,Gulf Air,1,2026-02-03T15:15:26.884211
"Chiang Mai, Thailand",242.0,2026-06-29,2026-07-06,1 Week,June,Thai Lion Air,1,2026-02-03T15:15:26.884216
"Jaipur, India",313.0,2026-06-01,2026-06-07,1 Week,June,Air India and Air India Express,1,2026-02-03T15:15:26.884221
"Phuket, Thailand",166.0,2026-06-22,2026-07-01,1 Week,June,Scoot,0,2026-02-03T15:15:26.884225
"Goa, India",473.0,2026-06-01,2026-06-08,1 Week,June,Air India and Air India Express,1,2026-02-03T15:15:26.884229
"Beijing, China",294.0,2026-06-22,2026-06-29,1 Week,June,China Southern and Chongqing Airlines,1,2026-02-03T15:15:26.884233
"Shanghai, China",290.0,2026-06-25,2026-07-01,1 Week,June,"Spring, AirAsia, and AirAsia X",1,2026-02-03T15:15:26.884237
"Hội An, Vietnam",236.0,2026-06-05,2026-06-12,1 Week,June,Batik Air and Vietjet,1,2026-02-03T15:15:26.884242
"Bengaluru, India",206.0,2026-06-01,2026-06-07,1 Week,June,Air India and Air India Express,1,2026-02-03T15:15:26.884246
"Hạ Long Bay, Vietnam",200.0,2026-06-18,2026-06-25,1 Week,June,Scoot,0,2026-02-03T15:15:26.884250
"Abu Dhabi, United Arab Emirates",560.0,2026-06-01,2026-06-07,1 Week,June,Gulf Air,1,2026-02-03T15:15:26.884255
"Chennai, India",203.0,2026-06-26,2026-07-03,1 Week,June,Scoot,0,2026-02-03T15:15:26.884259
"Varanasi, India",343.0,2026-06-01,2026-06-07,1 Week,June,Air India and Air India Express,1,2026-02-03T15:15:26.884263
"Agra, India",340.0,2026-06-20,2026-06-29,1 Week,June,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:26.884267
"Udaipur, India",503.0,2026-06-01,2026-06-07,1 Week,June,Air India,1,2026-02-03T15:15:26.884271
"Taipei City, Taiwan",238.0,2026-06-15,2026-06-21,1 Week,June,Scoot,0,2026-02-03T15:15:26.884276
"Ko Samui, Thailand",359.0,2026-06-21,2026-06-30,1 Week,June,Scoot,0,2026-02-03T15:15:26.884280
"Kolkata, India",255.0,2026-06-01,2026-06-07,1 Week,June,Air India and Air India Express,1,2026-02-03T15:15:26.884283
"Kochi, India",260.0,2026-06-01,2026-06-08,1 Week,June,Air India,1,2026-02-03T15:15:26.884288
"Kathmandu, Nepal",585.0,2026-06-19,2026-06-28,1 Week,June,Air India and Thai Lion Air,1,2026-02-03T15:15:26.884292
"Manila, Philippines",192.0,2026-06-18,2026-06-26,1 Week,June,Cebu Pacific,0,2026-02-03T15:15:26.884296
"Bahrain, Bahrain",669.0,2026-06-01,2026-06-08,1 Week,June,Malaysia Airlines and Oman Air,2,2026-02-03T15:15:26.884300
"Macao, Macao",285.0,2026-06-29,2026-07-06,1 Week,June,Thai Lion Air,1,2026-02-03T15:15:26.884303
"Hyderabad, India",271.0,2026-06-25,2026-07-01,1 Week,June,IndiGo and AirAsia,1,2026-02-03T15:15:26.884307
"Shimla, India",340.0,2026-06-20,2026-06-29,1 Week,June,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:26.884311
"Da Nang, Vietnam",236.0,2026-06-05,2026-06-12,1 Week,June,Batik Air and Vietjet,1,2026-02-03T15:15:26.884316
"Rishikesh, India",340.0,2026-06-20,2026-06-29,1 Week,June,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:26.884321
"Manali, India",340.0,2026-06-20,2026-06-29,1 Week,June,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:26.884326
"Jodhpur, India",310.0,2026-06-25,2026-07-01,1 Week,June,Air India,1,2026-02-03T15:15:26.884330
"Munnar, India",260.0,2026-06-01,2026-06-08,1 Week,June,Air India,1,2026-02-03T15:15:26.884334
"Phú Quốc, Vietnam",232.0,2026-06-25,2026-07-01,1 Week,June,Scoot and Vietjet,0,2026-02-03T15:15:26.884338
"Ranthambore National Park, India",313.0,2026-06-01,2026-06-07,1 Week,June,Air India and Air India Express,1,2026-02-03T15:15:26.884342
"Colombo, Sri Lanka",308.0,2026-06-28,2026-07-06,1 Week,June,AirAsia,1,2026-02-03T15:15:26.884345
"Puducherry, India",203.0,2026-06-26,2026-07-03,1 Week,June,Scoot,0,2026-02-03T15:15:26.884351
"Sapporo, Japan",577.0,2026-06-12,2026-06-21,1 Week,June,T'Way Air,1,2026-02-03T15:15:26.884357
"Chengdu, China",311.0,2026-06-29,2026-07-06,1 Week,June,"AirAsia, AirAsia X, and Thai Lion Air",1,2026-02-03T15:15:26.884361
"Xi'An, China",428.0,2026-06-25,2026-07-01,1 Week,June,China Southern,1,2026-02-03T15:15:26.884365
"Boracay, Philippines",231.0,2026-06-28,2026-07-07,1 Week,June,Cebu Pacific,1,2026-02-03T15:15:26.884369
"Cebu City, Philippines",186.0,2026-06-19,2026-06-28,1 Week,June,Cebu Pacific,0,2026-02-03T15:15:26.884373
"Kaziranga National Park, India",351.0,2026-06-18,2026-06-24,1 Week,June,Air India and Air India Express,1,2026-02-03T15:15:26.884378
"Guwahati, India",351.0,2026-06-18,2026-06-24,1 Week,June,Air India and Air India Express,1,2026-02-03T15:15:26.884382
"Tashkent, Uzbekistan",642.0,2026-06-29,2026-07-06,1 Week,June,AirAsia and AirAsia X,1,2026-02-03T15:15:26.884386
"Niseko, Japan",577.0,2026-06-12,2026-06-21,1 Week,June,T'Way Air,1,2026-02-03T15:15:26.884390
"Almaty, Kazakhstan",732.0,2026-06-15,2026-06-23,1 Week,June,Thai AirAsia and Thai AirAsia X,1,2026-02-03T15:15:26.884401
"Guam, Guam",719.0,2026-06-25,2026-07-01,1 Week,June,Philippine Airlines,1,2026-02-03T15:15:26.884405
"Harbin, China",363.0,2026-06-04,2026-06-12,1 Week,June,Shandong,1,2026-02-03T15:15:26.884410
"Ulaanbaatar, Mongolia",733.0,2026-06-14,2026-06-22,1 Week,June,T'Way Air,1,2026-02-03T15:15:26.884415
"Furano, Japan",577.0,2026-06-12,2026-06-21,1 Week,June,T'Way Air,1,2026-02-03T15:15:26.884422
"Issyk Kul, Kyrgyzstan",732.0,2026-06-15,2026-06-23,1 Week,June,Thai AirAsia and Thai AirAsia X,1,2026-02-03T15:15:26.884428
"Asahikawa, Japan",577.0,2026-06-12,2026-06-21,1 Week,June,T'Way Air,1,2026-02-03T15:15:26.884433
"Ürümqi, China",483.0,2026-06-11,2026-06-17,1 Week,June,Shandong,1,2026-02-03T15:15:26.884437
"Padang, Indonesia",231.0,2026-06-01,2026-06-08,1 Week,June,Scoot,0,2026-02-03T15:15:26.884443
"Gorkhi Terelj National Park, Mongolia",733.0,2026-06-14,2026-06-22,1 Week,June,T'Way Air,1,2026-02-03T15:15:26.884447
"Hong Kong, Hong Kong",290.0,2026-06-18,2026-07-02,2 Weeks,June,Scoot,0,2026-02-03T15:15:31.585826
"Hanoi, Vietnam",200.0,2026-06-04,2026-06-18,2 Weeks,June,Scoot,0,2026-02-03T15:15:31.585853
"Bangkok, Thailand",149.0,2026-06-29,2026-07-15,2 Weeks,June,Thai Lion Air,0,2026-02-03T15:15:31.585860
"Tokyo, Japan",378.0,2026-06-22,2026-07-08,2 Weeks,June,Scoot and ZIPAIR Tokyo,0,2026-02-03T15:15:31.585864
"Ho Chi Minh City, Vietnam",159.0,2026-06-01,2026-06-14,2 Weeks,June,Vietjet,0,2026-02-03T15:15:31.585868
"Mumbai, India",209.0,2026-06-22,2026-07-06,2 Weeks,June,Air India,2,2026-02-03T15:15:31.585873
"New Delhi, India",340.0,2026-06-25,2026-07-10,2 Weeks,June,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:31.585877
"Federal Territory of Kuala Lumpur, Malaysia",98.0,2026-06-29,2026-07-15,2 Weeks,June,AirAsia,0,2026-02-03T15:15:31.585881
"Dubai, United Arab Emirates",560.0,2026-06-01,2026-06-14,2 Weeks,June,Gulf Air,1,2026-02-03T15:15:31.585887
"Kyoto, Japan",355.0,2026-06-25,2026-07-09,2 Weeks,June,"AirAsia, AirAsia X, and Peach Aviation",1,2026-02-03T15:15:31.585892
"Chiang Mai, Thailand",242.0,2026-06-29,2026-07-14,2 Weeks,June,Thai Lion Air,1,2026-02-03T15:15:31.585897
"Jaipur, India",313.0,2026-06-01,2026-06-14,2 Weeks,June,Air India and Air India Express,1,2026-02-03T15:15:31.585902
"Phuket, Thailand",150.0,2026-06-29,2026-07-15,2 Weeks,June,Scoot,0,2026-02-03T15:15:31.585906
"Seoul, South Korea",309.0,2026-06-22,2026-07-05,2 Weeks,June,Scoot,0,2026-02-03T15:15:31.585911
"Goa, India",470.0,2026-06-18,2026-07-01,2 Weeks,June,Air India and Air India Express,1,2026-02-03T15:15:31.585916
"Beijing, China",347.0,2026-06-20,2026-07-03,2 Weeks,June,"AirAsia, AirAsia X, and Vietjet",1,2026-02-03T15:15:31.585920
"Osaka, Japan",355.0,2026-06-25,2026-07-09,2 Weeks,June,"AirAsia, AirAsia X, and Peach Aviation",1,2026-02-03T15:15:31.585925
"Shanghai, China",290.0,2026-06-25,2026-07-08,2 Weeks,June,"Spring, AirAsia, and AirAsia X",1,2026-02-03T15:15:31.585929
"Hội An, Vietnam",228.0,2026-06-15,2026-07-01,2 Weeks,June,Batik Air and Vietjet,1,2026-02-03T15:15:31.585934
"Bengaluru, India",206.0,2026-06-01,2026-06-14,2 Weeks,June,Air India and Air India Express,1,2026-02-03T15:15:31.585938
"Hạ Long Bay, Vietnam",200.0,2026-06-18,2026-07-02,2 Weeks,June,Scoot,0,2026-02-03T15:15:31.585943
"Abu Dhabi, United Arab Emirates",560.0,2026-06-01,2026-06-15,2 Weeks,June,Gulf Air,1,2026-02-03T15:15:31.585947
"Chennai, India",204.0,2026-06-26,2026-07-10,2 Weeks,June,Scoot,0,2026-02-03T15:15:31.585952
"Varanasi, India",343.0,2026-06-01,2026-06-14,2 Weeks,June,Air India and Air India Express,1,2026-02-03T15:15:31.585956
"Agra, India",340.0,2026-06-25,2026-07-10,2 Weeks,June,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:31.585960
"Ko Samui, Thailand",374.0,2026-06-15,2026-06-30,2 Weeks,June,Scoot,0,2026-02-03T15:15:31.585966
"Kolkata, India",255.0,2026-06-15,2026-06-28,2 Weeks,June,Air India and Air India Express,1,2026-02-03T15:15:31.585972
"Taipei City, Taiwan",218.0,2026-06-29,2026-07-12,2 Weeks,June,Scoot,0,2026-02-03T15:15:31.585976
"Kochi, India",261.0,2026-06-04,2026-06-18,2 Weeks,June,Air India,1,2026-02-03T15:15:31.585980
"Kathmandu, Nepal",585.0,2026-06-12,2026-06-28,2 Weeks,June,Air India and Thai Lion Air,1,2026-02-03T15:15:31.585985
"Manila, Philippines",192.0,2026-06-11,2026-06-26,2 Weeks,June,Cebu Pacific,0,2026-02-03T15:15:31.585990
"Bahrain, Bahrain",887.0,2026-06-14,2026-06-28,2 Weeks,June,THAI and Oman Air,2,2026-02-03T15:15:31.585995
"Macao, Macao",285.0,2026-06-29,2026-07-14,2 Weeks,June,Thai Lion Air,1,2026-02-03T15:15:31.585999
"Hyderabad, India",271.0,2026-06-20,2026-07-03,2 Weeks,June,IndiGo and AirAsia,1,2026-02-03T15:15:31.586004
"Da Nang, Vietnam",228.0,2026-06-15,2026-07-01,2 Weeks,June,Batik Air and Vietjet,1,2026-02-03T15:15:31.586010
"Phi Phi Islands, Thailand",150.0,2026-06-29,2026-07-15,2 Weeks,June,Scoot,0,2026-02-03T15:15:31.586014
"Munnar, India",261.0,2026-06-04,2026-06-18,2 Weeks,June,Air India,1,2026-02-03T15:15:31.586027
"Phú Quốc, Vietnam",232.0,2026-06-25,2026-07-08,2 Weeks,June,Scoot and Vietjet,0,2026-02-03T15:15:31.586031
"Ranthambore National Park, India",313.0,2026-06-01,2026-06-14,2 Weeks,June,Air India and Air India Express,1,2026-02-03T15:15:31.586035
"Colombo, Sri Lanka",308.0,2026-06-28,2026-07-11,2 Weeks,June,AirAsia,1,2026-02-03T15:15:31.586040
"Puducherry, India",204.0,2026-06-26,2026-07-10,2 Weeks,June,Scoot,0,2026-02-03T15:15:31.586046
"Sapporo, Japan",577.0,2026-06-12,2026-06-25,2 Weeks,June,T'Way Air,1,2026-02-03T15:15:31.586052
"Boracay, Philippines",236.0,2026-06-28,2026-07-13,2 Weeks,June,Cebu Pacific,1,2026-02-03T15:15:31.586058
"Cebu City, Philippines",201.0,2026-06-18,2026-07-01,2 Weeks,June,Cebu Pacific,0,2026-02-03T15:15:31.586062
"Kaziranga National Park, India",351.0,2026-06-18,2026-07-01,2 Weeks,June,Air India and Air India Express,1,2026-02-03T15:15:31.586067
"Guwahati, India",351.0,2026-06-18,2026-07-01,2 Weeks,June,Air India and Air India Express,1,2026-02-03T15:15:31.586071
"Niseko, Japan",577.0,2026-06-12,2026-06-25,2 Weeks,June,T'Way Air,1,2026-02-03T15:15:31.586076
"Almaty, Kazakhstan",747.0,2026-06-15,2026-06-29,2 Weeks,June,Thai AirAsia and Thai AirAsia X,1,2026-02-03T15:15:31.586081
"Guam, Guam",752.0,2026-06-01,2026-06-15,2 Weeks,June,Philippine Airlines,1,2026-02-03T15:15:31.586085
"Harbin, China",405.0,2026-06-01,2026-06-14,2 Weeks,June,China Southern and Chongqing Airlines,1,2026-02-03T15:15:31.586091
"Issyk Kul, Kyrgyzstan",747.0,2026-06-15,2026-06-29,2 Weeks,June,Thai AirAsia and Thai AirAsia X,1,2026-02-03T15:15:31.586100
"Bangkok, Thailand",159.0,2026-07-11,2026-07-13,Weekend,July,Thai Lion Air,0,2026-02-03T15:15:31.653756
"Federal Territory of Kuala Lumpur, Malaysia",106.0,2026-07-23,2026-07-27,Weekend,July,Scoot,0,2026-02-03T15:15:31.653786
"Hong Kong, Hong Kong",299.0,2026-07-02,2026-07-05,Weekend,July,Scoot,0,2026-02-03T15:15:31.653792
"Hanoi, Vietnam",211.0,2026-07-02,2026-07-06,Weekend,July,Scoot,0,2026-02-03T15:15:31.653797
"Tokyo, Japan",399.0,2026-07-03,2026-07-05,Weekend,July,Scoot and Vietjet,1,2026-02-03T15:15:31.653802
"Ho Chi Minh City, Vietnam",159.0,2026-07-02,2026-07-05,Weekend,July,Scoot and Vietjet,0,2026-02-03T15:15:31.653807
"Mumbai, India",209.0,2026-07-02,2026-07-06,Weekend,July,Air India,2,2026-02-03T15:15:31.653811
"New Delhi, India",306.0,2026-07-16,2026-07-20,Weekend,July,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:31.653816
"Dubai, United Arab Emirates",562.0,2026-07-23,2026-07-27,Weekend,July,IndiGo,1,2026-02-03T15:15:31.653821
"Kyoto, Japan",359.0,2026-07-23,2026-07-27,Weekend,July,Cebu Pacific and Peach Aviation,1,2026-02-03T15:15:31.653826
"Chiang Mai, Thailand",300.0,2026-07-25,2026-07-27,Weekend,July,Scoot,0,2026-02-03T15:15:31.653830
"Jaipur, India",338.0,2026-07-09,2026-07-13,Weekend,July,IndiGo and Air India,1,2026-02-03T15:15:31.653835
"Phuket, Thailand",166.0,2026-07-03,2026-07-06,Weekend,July,Scoot,0,2026-02-03T15:15:31.653840
"Seoul, South Korea",312.0,2026-07-04,2026-07-06,Weekend,July,Cebu Pacific and Scoot,1,2026-02-03T15:15:31.653845
"Goa, India",462.0,2026-07-09,2026-07-12,Weekend,July,Air India and Air India Express,1,2026-02-03T15:15:31.653850
"Beijing, China",375.0,2026-07-02,2026-07-05,Weekend,July,China Southern and Chongqing Airlines,1,2026-02-03T15:15:31.653854
"Osaka, Japan",359.0,2026-07-23,2026-07-27,Weekend,July,Cebu Pacific and Peach Aviation,1,2026-02-03T15:15:31.653858
"Shanghai, China",363.0,2026-07-02,2026-07-06,Weekend,July,China Southern,1,2026-02-03T15:15:31.653863
"Hội An, Vietnam",292.0,2026-07-09,2026-07-13,Weekend,July,Malaysia Airlines and Vietjet,1,2026-02-03T15:15:31.653867
"Bengaluru, India",201.0,2026-07-04,2026-07-05,Weekend,July,Air India and Air India Express,1,2026-02-03T15:15:31.653871
"Hạ Long Bay, Vietnam",211.0,2026-07-30,2026-08-03,Weekend,July,Scoot,0,2026-02-03T15:15:31.653876
"Abu Dhabi, United Arab Emirates",562.0,2026-07-23,2026-07-27,Weekend,July,IndiGo,1,2026-02-03T15:15:31.653881
"Chennai, India",204.0,2026-07-17,2026-07-19,Weekend,July,Scoot,0,2026-02-03T15:15:31.653885
"Varanasi, India",501.0,2026-07-09,2026-07-12,Weekend,July,Air India and Air India Express,1,2026-02-03T15:15:31.653890
"Agra, India",306.0,2026-07-16,2026-07-20,Weekend,July,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:31.653895
"Udaipur, India",500.0,2026-07-30,2026-08-02,Weekend,July,Air India,1,2026-02-03T15:15:31.653900
"Ko Samui, Thailand",371.0,2026-07-02,2026-07-05,Weekend,July,Scoot,0,2026-02-03T15:15:31.653905
"Kolkata, India",261.0,2026-07-04,2026-07-06,Weekend,July,IndiGo and AirAsia,1,2026-02-03T15:15:31.653909
"Taipei City, Taiwan",218.0,2026-07-09,2026-07-12,Weekend,July,Scoot,0,2026-02-03T15:15:31.653914
"Kochi, India",270.0,2026-07-09,2026-07-12,Weekend,July,Air India,1,2026-02-03T15:15:31.653918
"George Town, Malaysia",109.0,2026-07-25,2026-07-27,Weekend,July,Scoot,0,2026-02-03T15:15:31.653922
"Kathmandu, Nepal",547.0,2026-07-02,2026-07-05,Weekend,July,Air India,1,2026-02-03T15:15:31.653927
"Manila, Philippines",192.0,2026-07-02,2026-07-05,Weekend,July,Cebu Pacific,0,2026-02-03T15:15:31.653931
"Bahrain, Bahrain",840.0,2026-07-02,2026-07-05,Weekend,July,THAI and Oman Air,2,2026-02-03T15:15:31.653935
"Macao, Macao",292.0,2026-07-11,2026-07-12,Weekend,July,Thai Lion Air,1,2026-02-03T15:15:31.653940
"Hyderabad, India",259.0,2026-07-02,2026-07-06,Weekend,July,IndiGo and AirAsia,1,2026-02-03T15:15:31.653945
"Shimla, India",306.0,2026-07-16,2026-07-20,Weekend,July,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:31.653949
"Da Nang, Vietnam",292.0,2026-07-09,2026-07-13,Weekend,July,Malaysia Airlines and Vietjet,1,2026-02-03T15:15:31.653953
"Phi Phi Islands, Thailand",166.0,2026-07-16,2026-07-20,Weekend,July,Scoot,0,2026-02-03T15:15:31.653958
"Rishikesh, India",306.0,2026-07-16,2026-07-20,Weekend,July,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:31.653963
"Manali, India",306.0,2026-07-16,2026-07-20,Weekend,July,"IndiGo, AirAsia, and AirAsia X",1,2026-02-03T15:15:31.653967
"Jodhpur, India",310.0,2026-07-02,2026-07-05,Weekend,July,Air India,1,2026-02-03T15:15:31.653971
"Munnar, India",270.0,2026-07-09,2026-07-12,Weekend,July,Air India,1,2026-02-03T15:15:31.653975
"Phú Quốc, Vietnam",215.0,2026-07-30,2026-08-02,Weekend,July,Scoot,0,2026-02-03T15:15:31.653980
"Ranthambore National Park, India",338.0,2026-07-09,2026-07-13,Weekend,July,IndiGo and Air India,1,2026-02-03T15:15:31.653986
"Colombo, Sri Lanka",308.0,2026-07-09,2026-07-13,Weekend,July,AirAsia,1,2026-02-03T15:15:31.653991
"Puducherry, India",204.0,2026-07-17,2026-07-19,Weekend,July,Scoot,0,2026-02-03T15:15:31.653996
"Sapporo, Japan",583.0,2026-07-02,2026-07-06,Weekend,July,Air Do and ANA,1,2026-02-03T15:15:31.654003
"Chengdu, China",311.0,2026-07-02,2026-07-06,Weekend,July,"AirAsia, AirAsia X, and Thai Lion Air",1,2026-02-03T15:15:31.654008
"Xi'An, China",361.0,2026-07-04,2026-07-06,Weekend,July,Thai Lion Air and Scoot,1,2026-02-03T15:15:31.654012
"Boracay, Philippines",244.0,2026-07-10,2026-07-13,Weekend,July,Cebu Pacific,1,2026-02-03T15:15:31.654016
"Cebu City, Philippines",214.0,2026-07-02,2026-07-05,Weekend,July,Cebu Pacific,0,2026-02-03T15:15:31.654020
"Kaziranga National Park, India",351.0,2026-07-02,2026-07-05,Weekend,July,Air India and Air India Express,1,2026-02-03T15:15:31.654025
"Guwahati, India",351.0,2026-07-02,2026-07-05,Weekend,July,Air India and Air India Express,1,2026-02-03T15:15:31.654029
"Tashkent, Uzbekistan",665.0,2026-07-04,2026-07-06,Weekend,July,AirAsia and AirAsia X,1,2026-02-03T15:15:31.654034
"Niseko, Japan",583.0,2026-07-02,2026-07-06,Weekend,July,Air Do and ANA,1,2026-02-03T15:15:31.654038
"Almaty, Kazakhstan",742.0,2026-07-03,2026-07-06,Weekend,July,Thai AirAsia and Thai AirAsia X,1,2026-02-03T15:15:31.654043
"Guam, Guam",774.0,2026-07-16,2026-07-19,Weekend,July,Philippine Airlines,1,2026-02-03T15:15:31.654047
"Tehran, Iran",1753.0,2026-07-02,2026-07-05,Weekend,July,China Southern,2,2026-02-03T15:15:31.654052
"Ras Al-Khaimah, United Arab Emirates",562.0,2026-07-23,2026-07-27,Weekend,July,IndiGo,1,2026-02-03T15:15:31.654056
"Harbin, China",428.0,2026-07-03,2026-07-05,Weekend,July,China Southern and Chongqing Airlines,2,2026-02-03T15:15:31.654060
"Ulaanbaatar, Mongolia",726.0,2026-07-25,2026-07-27,Weekend,July,T'Way Air,1,2026-02-03T15:15:31.654064
"Furano, Japan",575.0,2026-07-04,2026-07-06,Weekend,July,"Thai AirAsia, T'Way Air, and Thai AirAsia X",1,2026-02-03T15:15:31.654071
"Isfahan, Iran",1671.0,2026-07-02,2026-07-05,Weekend,July,Turkish Airlines,1,2026-02-03T15:15:31.654075
"Issyk Kul, Kyrgyzstan",742.0,2026-07-03,2026-07-06,Weekend,July,Thai AirAsia and Thai AirAsia X,1,2026-02-03T15:15:31.654080
"Asahikawa, Japan",575.0,2026-07-04,2026-07-06,Weekend,July,"Thai AirAsia, T'Way Air, and Thai AirAsia X",1,2026-02-03T15:15:31.654085
"Ürümqi, China",1046.0,2026-07-02,2026-07-05,Weekend,July,China Southern,1,2026-02-03T15:15:31.654089
"Padang, Indonesia",193.0,2026-07-04,2026-07-06,Weekend,July,Scoot,0,2026-02-03T15:15:31.654095
"Gorkhi Terelj National Park, Mongolia",726.0,2026-07-25,2026-07-27,Weekend,July,T'Way Air,1,2026-02-03T15:15:31.654098
"Seoul, South Korea",296.0,2026-07-27,2026-08-05,1 Week,July,Scoot,0,2026-02-03T15:15:31.717213
"Tokyo, Japan",395.0,2026-07-13,2026-07-20,1 Week,July,Scoot and ZIPAIR Tokyo,0,2026-02-03T15:15:31.717232
"Hong Kong, Hong Kong",290.0,2026-07-30,2026-08-06,1 Week,July,Scoot,0,2026-02-03T15:15:31.717238
"Bangkok, Thailand",149.0,2026-07-06,2026-07-15,1 Week,July,Thai Lion Air,0,2026-02-03T15:15:31.717242
